store,address,lng,lat,city,district,city_district
이시아폴리스점,대구광역시 동구 팔공로 250 2층,128.6418697,35.9209269,대구광역시,동구,대구광역시동구
동서변점,대구광역시 북구 호국로 207 2층,128.5989827,35.9202805,대구광역시,북구,대구광역시북구
침산점,대구광역시 북구 침산로 138 명성프라임 205호 2층,128.591876,35.8887906,대구광역시,북구,대구광역시북구
황금점,"대구광역시 수성구 동대구로 149 코아시스 105-211호, 212호 2층",128.6239027,35.843659,대구광역시,수성구,대구광역시수성구
지산점,대구광역시 수성구 지범로 170 2층,128.6381212,35.821734899999996,대구광역시,수성구,대구광역시수성구
대구중앙점,대구광역시 중구 중앙대로 412-21 2층,128.5950003,35.8699564,대구광역시,중구,대구광역시중구
부산외대점,부산광역시 금정구 금샘로 464 1층,129.0852717,35.2643224,부산광역시,금정구,부산광역시금정구
서동점,부산광역시 금정구 서동로 171,129.1052989,35.2146866,부산광역시,금정구,부산광역시금정구
경성대점,부산광역시 남구 용소로 8 nicemart 2층,129.10022460000002,35.136500500000004,부산광역시,남구,부산광역시남구
동래점,부산광역시 동래구 명륜로 200 1층,129.0829795,35.211574,부산광역시,동래구,부산광역시동래구
서면점,부산광역시 부산진구 서전로10번길 69 2층,129.060049,35.154792,부산광역시,부산진구,부산광역시부산진구
덕천2호점,부산광역시 북구 만덕대로 104,129.0161824,35.2126341,부산광역시,북구,부산광역시북구
화명점,부산광역시 북구 금곡대로 199번길 3,129.0105906,35.2265698,부산광역시,북구,부산광역시북구
엄궁점,부산광역시 사상구 낙동대로 751 2층,128.9694742,35.128462899999995,부산광역시,사상구,부산광역시사상구
다대포점,부산광역시 사하구 다대로 551 2층,128.97129280000001,35.056997700000004,부산광역시,사하구,부산광역시사하구
남천점,부산광역시 수영구 수영로 465 2층,129.11008529999998,35.147526,부산광역시,수영구,부산광역시수영구
아시아드2호점,부산광역시 연제구 월드컵대로 232 거벌빌딩 2층,129.07194040000002,35.1899025,부산광역시,연제구,부산광역시연제구
연산점,부산광역시 연제구 월드컵대로 232 거벌빌딩 2층,129.07194040000002,35.1899025,부산광역시,연제구,부산광역시연제구
영도점,부산광역시 영도구 동삼로 42 1층,129.07099350000001,35.077147700000005,부산광역시,영도구,부산광역시영도구
해운대점,부산광역시 해운대구 세실로 48 해운대삼정코아주상복합 2층,129.178542,35.1695609,부산광역시,해운대구,부산광역시해운대구
역삼점,서울특별시 강남구 테헤란로25길 11 2층,127.0350367,37.5014221,서울특별시,강남구,서울특별시강남구
청담점,서울특별시 강남구 학동로 342 강남구청역 에스케이 허브 블루 2층,127.0408461,37.5167495,서울특별시,강남구,서울특별시강남구
선릉역점,서울특별시 강남구 선릉로 435 원광빌딩,127.04904640000001,37.5040152,서울특별시,강남구,서울특별시강남구
수서점,서울특별시 강남구 밤고개로1길 10 수서현대벤쳐빌 지하1층,127.10184450000001,37.4880245,서울특별시,강남구,서울특별시강남구
압구정점,서울특별시 강남구 압구정로20길 7,127.02485990000001,37.5248506,서울특별시,강남구,서울특별시강남구
양재점,서울특별시 강남구 강남대로 248,127.0339328,37.4857219,서울특별시,강남구,서울특별시강남구
명일점,서울특별시 강동구 양재대로 1624 2층,127.14413880000001,37.550411600000004,서울특별시,강동구,서울특별시강동구
둔촌점,서울특별시 강동구 양재대로 1365 심포니타워 2F,127.1359371,37.52805,서울특별시,강동구,서울특별시강동구
천호점,서울특별시 강동구 구천면로 304 일주빌딩,127.13482979999999,37.546719700000004,서울특별시,강동구,서울특별시강동구
미아점,서울특별시 강북구 솔샘로 335 2층,127.02939520000001,37.6173412,서울특별시,강북구,서울특별시강북구
수유점,서울특별시 강북구 도봉로 352 효성네오인텔리안 2층,127.0270311,37.6386835,서울특별시,강북구,서울특별시강북구
가양점,서울특별시 강서구 화곡로 429 토피아빌딩 201호,126.85506140000001,37.5615258,서울특별시,강서구,서울특별시강서구
발산점,서울특별시 강서구 강서로 281,126.8359753,37.5509213,서울특별시,강서구,서울특별시강서구
방화점,서울특별시 강서구 양천로 87,126.81366680000001,37.5736151,서울특별시,강서구,서울특별시강서구
신림녹두점,서울특별시 관악구 호암로 599,126.933442,37.4709389,서울특별시,관악구,서울특별시관악구
서울대점,서울특별시 관악구 관악로 246,126.9570324,37.486098,서울특별시,관악구,서울특별시관악구
아차산점,서울특별시 광진구 천호대로 647 2층,127.0895583,37.5532471,서울특별시,광진구,서울특별시광진구
구의점,서울특별시 광진구 아차산로 477 2층,127.0947027,37.540720799999995,서울특별시,광진구,서울특별시광진구
대공원점,서울특별시 광진구 광나루로 416 건회빌딩 2층,127.07558200000001,37.5464667,서울특별시,광진구,서울특별시광진구
개봉오류점,서울특별시 구로구 경인로 320,126.85575559999998,37.49710579999999,서울특별시,구로구,서울특별시구로구
구로디지털단지역점,서울특별시 구로구 시흥대로 565 2층,126.9016017,37.4836013,서울특별시,구로구,서울특별시구로구
구로점,서울특별시 구로구 가마산로 265 한솔로이젠트 2층,126.8896962,37.496140600000004,서울특별시,구로구,서울특별시구로구
시흥점,서울특별시 금천구 시흥대로 220 2층,126.9014311,37.4535616,서울특별시,금천구,서울특별시금천구
상계점,"서울특별시 노원구 상계로 71, 2,3층",127.0630002,37.656480200000004,서울특별시,노원구,서울특별시노원구
공릉점,"서울특별시 노원구 동일로 1078, 2층",127.0730794,37.6261429,서울특별시,노원구,서울특별시노원구
방학점,서울특별시 도봉구 도봉로 727 1층,127.0432564,37.6693589,서울특별시,도봉구,서울특별시도봉구
